Age,Monthly_Income,Employment_Type,City_Tier,Total_Spend_Prev,Next_Month_Spend
57,2000.0,Freelancer,Tier 1,957.22,1580.34
43,6315.62,Salaried,Tier 1,4670.22,5105.77
63,5843.73,Salaried,Tier 3,3462.93,3246.06
47,6085.95,Freelancer,Tier 1,3987.21,3872.17
33,3225.48,Salaried,Tier 3,2269.99,2261.34
38,2593.63,Salaried,Tier 2,1548.71,1669.55
35,3020.57,Student,Tier 2,2080.5,2173.1
35,3616.14,Freelancer,Tier 1,2274.91,2035.8
55,7330.94,Salaried,Tier 2,4805.35,4746.36
41,6500.19,Salaried,Tier 3,3661.36,3692.79
32,4312.67,Salaried,Tier 1,2491.41,2592.13
37,5448.88,Business,Tier 1,3268.61,3315.56
52,3982.46,Freelancer,Tier 1,2922.62,2893.08
27,5546.42,Salaried,Tier 2,3946.67,4156.28
40,3292.86,Salaried,Tier 2,1745.17,1702.61
58,6125.38,Salaried,Tier 1,3479.58,3818.62
25,3725.45,Salaried,Tier 1,1659.59,1808.22
25,6208.87,Freelancer,Tier 2,4317.66,4408.99
41,4358.87,Salaried,Tier 3,2601.77,2800.87
31,3814.89,Salaried,Tier 2,1953.62,1911.89
45,7419.5,Salaried,Tier 1,3779.15,3840.72
56,5265.42,Salaried,Tier 1,3668.44,3501.64
47,4516.73,Salaried,Tier 2,2465.76,2655.94
58,6137.27,Salaried,Tier 1,3612.08,3591.15
59,2990.01,Freelancer,Tier 2,1900.61,2370.32
42,6660.3,Student,Tier 2,3296.42,3536.78
61,4790.83,Student,Tier 1,3522.77,3732.22
60,5901.18,Salaried,Tier 2,4083.99,3938.39
42,2678.19,Freelancer,Tier 2,1738.25,1621.85
31,4426.36,Student,Tier 2,1796.59,1675.17
59,5006.87,Salaried,Tier 3,3502.06,3389.36
25,6545.45,Salaried,Tier 2,4322.46,4154.14
41,6020.62,Salaried,Tier 2,4314.13,3915.77
38,4411.28,Salaried,Tier 2,2839.23,2800.65
28,5476.92,Freelancer,Tier 1,2509.82,2772.33
25,6884.85,Salaried,Tier 1,4425.22,4178.2
50,4700.02,Salaried,Tier 3,2460.77,2602.25
35,4536.7,Salaried,Tier 3,2771.2,2768.36
24,2165.44,Salaried,Tier 2,1335.01,1301.09
45,4581.39,Salaried,Tier 2,2613.74,2449.3
58,2390.56,Salaried,Tier 1,1729.28,1855.96
37,4828.5,Salaried,Tier 2,3255.41,3518.25
25,6482.2,Business,Tier 3,3927.87,3942.54
45,2000.0,Business,Tier 3,962.78,1043.9
55,6851.31,Business,Tier 1,4274.21,4244.11
51,4504.67,Freelancer,Tier 1,1731.19,1955.51
39,4959.25,Freelancer,Tier 2,2733.91,3154.06
40,4246.37,Freelancer,Tier 2,2318.06,2126.01
52,2430.14,Freelancer,Tier 1,1193.21,1329.79
40,3825.52,Freelancer,Tier 2,2827.02,2370.08
40,8146.12,Salaried,Tier 1,3767.99,3879.76
43,3355.93,Salaried,Tier 2,1980.51,1983.67
45,2617.19,Freelancer,Tier 2,1298.31,1347.32
33,5211.94,Salaried,Tier 3,3336.14,3148.43
51,4871.34,Salaried,Tier 3,3374.01,3091.29
59,4515.01,Salaried,Tier 2,2953.58,3120.39
52,5021.67,Salaried,Tier 2,3714.41,3951.39
57,5966.3,Student,Tier 2,3938.09,3970.73
40,4119.25,Salaried,Tier 3,2486.06,2315.56
57,5291.62,Salaried,Tier 1,3253.47,3099.6
51,6535.81,Salaried,Tier 3,3613.43,3942.36
54,3507.07,Business,Tier 1,2367.61,2237.84
39,2000.0,Salaried,Tier 1,1326.52,1208.94
49,6006.21,Freelancer,Tier 2,3727.32,3436.56
32,8754.44,Business,Tier 2,4258.15,4055.39
54,4988.97,Salaried,Tier 1,2926.79,3194.55
38,5302.9,Salaried,Tier 2,3052.56,3098.21
27,4556.29,Salaried,Tier 3,2912.81,3184.18
25,7382.09,Freelancer,Tier 1,5190.14,5309.77
41,4883.36,Freelancer,Tier 2,3576.43,3899.17
48,4720.15,Salaried,Tier 1,2988.26,3185.71
36,6366.3,Salaried,Tier 2,3338.99,3409.04
27,4273.59,Salaried,Tier 2,3085.39,2783.72
35,3072.96,Freelancer,Tier 1,1915.34,1260.47
32,6323.45,Salaried,Tier 3,3788.24,3575.36
60,4112.68,Salaried,Tier 2,2220.67,2191.5
30,3536.81,Salaried,Tier 3,1714.07,1703.97
47,8150.07,Freelancer,Tier 2,4891.69,4384.27
37,4732.1,Freelancer,Tier 3,3422.25,3238.34
26,5741.34,Salaried,Tier 1,2924.46,2712.85
31,5044.29,Freelancer,Tier 1,3705.43,3270.92
24,3670.52,Salaried,Tier 2,1613.62,1696.19
34,6034.15,Student,Tier 3,3089.6,3274.29
64,5471.87,Salaried,Tier 1,3165.23,3023.62
51,4010.93,Freelancer,Tier 3,2564.69,2481.44
27,5649.79,Salaried,Tier 1,2412.1,2188.91
38,4228.53,Salaried,Tier 1,2181.35,2169.26
40,3343.26,Freelancer,Tier 1,2073.31,1250.15
63,3191.5,Salaried,Tier 2,2143.44,2287.44
56,5405.09,Salaried,Tier 3,3221.78,3338.97
47,4425.9,Salaried,Tier 1,2639.76,2451.96
26,7252.56,Salaried,Tier 2,4155.33,4560.19
50,4935.56,Salaried,Tier 1,2907.99,3065.39
58,3822.2,Salaried,Tier 2,1958.46,2044.73
41,5236.73,Freelancer,Tier 1,3080.42,2668.1
42,3058.6,Freelancer,Tier 2,1761.23,1724.52
31,4873.8,Salaried,Tier 2,3163.37,3146.87
26,5478.75,Salaried,Tier 2,4283.01,4109.68
57,5293.51,Business,Tier 1,2873.34,2962.31
27,6954.2,Salaried,Tier 1,4752.22,4478.25
47,8896.28,Salaried,Tier 2,3990.29,4315.55
25,6007.1,Freelancer,Tier 3,2975.55,3429.53
60,6768.19,Freelancer,Tier 3,4061.44,4276.98
60,8815.19,Salaried,Tier 3,4224.31,3962.96
56,3490.66,Salaried,Tier 3,2637.72,2635.88
22,5195.94,Salaried,Tier 2,2771.28,2576.81
45,4283.01,Student,Tier 1,3115.83,2972.41
57,6263.99,Salaried,Tier 1,4154.08,4139.74
27,5407.43,Student,Tier 2,3202.28,2895.59
62,3772.35,Salaried,Tier 2,2021.95,2129.41
52,5016.42,Salaried,Tier 3,3034.55,2850.61
41,6570.38,Salaried,Tier 1,3381.91,3629.88
45,3044.41,Freelancer,Tier 2,1298.67,548.2
46,3803.98,Salaried,Tier 2,2460.94,2476.76
57,3579.09,Salaried,Tier 2,1783.6,1882.29
42,5489.59,Business,Tier 1,3887.84,3684.08
51,6860.77,Student,Tier 2,3295.79,3432.6
45,2000.0,Salaried,Tier 1,1497.15,1563.28
63,5141.6,Salaried,Tier 3,2868.22,2947.29
51,3613.67,Freelancer,Tier 3,2379.44,2575.63
43,6508.1,Freelancer,Tier 1,4754.07,4866.13
49,4644.55,Salaried,Tier 1,2794.54,2866.33
28,5196.01,Student,Tier 2,3358.82,3419.54
56,4997.99,Salaried,Tier 2,2729.25,2903.47
49,6686.33,Freelancer,Tier 1,3900.52,3681.32
35,8072.95,Salaried,Tier 3,3928.17,3718.01
31,3298.0,Salaried,Tier 2,1912.89,1869.45
37,3571.17,Salaried,Tier 1,1985.6,1816.08
37,5482.25,Freelancer,Tier 2,3037.97,2938.64
52,3775.4,Student,Tier 1,2461.08,2414.94
63,6400.38,Salaried,Tier 1,3161.32,3158.2
46,6641.18,Salaried,Tier 2,3756.14,3571.35
34,4180.14,Salaried,Tier 1,2038.5,2204.37
27,3854.69,Business,Tier 2,2105.87,2015.35
30,4587.83,Student,Tier 3,2022.7,2164.92
57,5156.03,Freelancer,Tier 3,3188.52,2983.16
64,5472.26,Salaried,Tier 1,3755.95,3919.83
41,2000.0,Student,Tier 1,971.03,895.47
39,3548.82,Salaried,Tier 2,2130.2,2149.22
64,4393.85,Salaried,Tier 2,1918.33,2095.13
42,3804.52,Salaried,Tier 3,2825.25,2919.19
25,2000.0,Salaried,Tier 2,1252.75,1333.0
54,2167.44,Business,Tier 1,1102.08,1049.41
48,3041.96,Freelancer,Tier 2,1767.11,1545.83
28,4827.07,Salaried,Tier 3,2737.27,2655.84
27,4345.7,Salaried,Tier 3,2492.69,2485.25
36,4052.65,Salaried,Tier 1,2245.33,2105.2
39,6194.77,Salaried,Tier 2,3086.38,3077.56
53,6194.2,Salaried,Tier 1,3623.17,3634.55
32,5224.88,Salaried,Tier 2,3034.98,3109.23
41,5180.18,Freelancer,Tier 1,3101.79,3362.14
45,3715.01,Business,Tier 3,1767.34,1698.36
36,3894.51,Student,Tier 2,1764.55,1935.4
28,2438.53,Student,Tier 3,1470.72,1573.0
42,4623.87,Freelancer,Tier 3,2845.69,2445.45
63,6178.61,Salaried,Tier 1,3653.49,3453.77
47,7031.49,Business,Tier 2,4835.86,4421.42
35,4632.83,Salaried,Tier 3,2697.96,2554.62
58,5737.5,Freelancer,Tier 2,4215.2,4654.41
42,2000.0,Salaried,Tier 2,1009.41,967.42
39,4350.61,Business,Tier 2,2514.61,2332.54
26,4315.46,Salaried,Tier 2,2244.0,2029.77
24,7236.75,Salaried,Tier 1,4813.69,4618.91
44,5589.4,Salaried,Tier 2,2862.27,2699.78
47,5741.38,Salaried,Tier 1,4014.25,3694.88
58,5663.49,Student,Tier 1,2722.79,2968.43
45,5068.16,Salaried,Tier 1,2773.5,2644.6
40,7298.55,Salaried,Tier 1,3982.09,3588.8
46,2000.0,Student,Tier 2,948.63,1032.92
42,5219.32,Freelancer,Tier 1,3432.0,3556.76
33,6694.7,Salaried,Tier 1,4469.22,4096.32
62,2162.91,Salaried,Tier 2,1169.55,1059.94
54,6256.88,Salaried,Tier 2,5073.88,4675.94
25,3858.26,Business,Tier 2,2201.7,2241.99
63,5164.72,Freelancer,Tier 3,2836.28,2351.39
28,3829.46,Student,Tier 1,2689.59,2726.25
43,6438.73,Salaried,Tier 1,4844.41,4992.2
54,4567.46,Salaried,Tier 1,2464.82,2291.08
38,6268.7,Salaried,Tier 3,2648.86,2642.73
45,5652.99,Freelancer,Tier 2,3510.67,4192.06
55,3809.31,Salaried,Tier 1,1858.07,1983.12
49,5752.79,Salaried,Tier 1,3830.02,4001.11
64,4004.65,Salaried,Tier 2,2881.67,2891.89
62,5096.19,Salaried,Tier 1,2866.05,2805.45
60,4540.11,Freelancer,Tier 2,2854.96,2741.14
43,6349.87,Salaried,Tier 3,3935.4,4143.67
38,5810.48,Salaried,Tier 2,4299.19,4345.88
55,4953.92,Salaried,Tier 3,3085.43,3248.74
27,3971.43,Business,Tier 1,2105.36,2303.21
27,3096.51,Salaried,Tier 2,1907.84,1961.46
55,5203.48,Salaried,Tier 3,3757.5,3834.99
22,4051.56,Salaried,Tier 2,2795.47,2743.01
31,2183.01,Salaried,Tier 2,1459.76,1371.23
42,3004.96,Business,Tier 2,1435.94,1399.82
26,7438.81,Salaried,Tier 3,4315.39,4332.74
23,4010.04,Student,Tier 1,2677.89,2428.76
43,6623.24,Salaried,Tier 1,3815.29,3796.83
23,4465.03,Business,Tier 1,2293.62,2459.75
31,6859.37,Freelancer,Tier 3,4406.02,5171.42
55,6750.75,Salaried,Tier 3,3266.33,3498.59
37,3761.46,Freelancer,Tier 1,1952.21,2037.81
60,2018.04,Salaried,Tier 1,1569.87,1461.55
43,2145.02,Salaried,Tier 3,931.4,911.53
33,3787.01,Salaried,Tier 1,1724.54,1629.83
45,7834.45,Salaried,Tier 1,5272.11,5457.68
61,4384.16,Freelancer,Tier 1,3312.63,3161.33
59,5217.87,Salaried,Tier 1,2907.91,2875.18
31,6955.01,Business,Tier 2,3795.61,3628.88
56,5165.48,Salaried,Tier 2,2741.74,2794.05
53,5113.84,Salaried,Tier 2,2656.51,2814.34
28,5933.99,Student,Tier 3,2576.46,2794.72
42,5433.45,Freelancer,Tier 1,2862.78,2993.86
41,4850.8,Freelancer,Tier 1,2543.66,2405.96
47,3917.83,Freelancer,Tier 3,2787.68,3002.73
25,5117.73,Student,Tier 2,2991.87,3046.9
43,6641.6,Salaried,Tier 1,3677.33,3818.73
36,7673.01,Freelancer,Tier 1,4767.27,5318.18
61,5438.41,Salaried,Tier 1,2829.69,2620.36
42,6132.74,Salaried,Tier 2,3791.12,4130.36
36,5404.6,Salaried,Tier 1,3884.94,3921.77
43,4869.01,Salaried,Tier 2,2755.57,2665.19
49,5771.39,Salaried,Tier 1,2912.62,2818.68
35,6784.0,Business,Tier 3,4023.88,4225.88
48,3670.46,Freelancer,Tier 1,2507.6,2876.66
62,2822.9,Salaried,Tier 2,1584.07,1656.77
61,4200.49,Salaried,Tier 1,2668.62,2536.79
49,5317.49,Salaried,Tier 1,3777.02,3527.88
47,6304.81,Salaried,Tier 2,3887.87,4060.39
23,3515.74,Freelancer,Tier 2,2049.21,1589.57
46,2000.0,Salaried,Tier 2,1048.39,990.19
24,4235.83,Salaried,Tier 2,2940.67,2772.82
29,4709.13,Student,Tier 1,2864.61,2663.18
54,3256.59,Freelancer,Tier 2,2354.45,2477.22
63,3865.86,Freelancer,Tier 1,2494.43,2844.97
56,6300.93,Freelancer,Tier 1,3951.91,4116.97
27,5117.18,Salaried,Tier 2,2968.87,3081.18
60,5518.43,Salaried,Tier 3,3792.32,3977.28
44,4466.48,Business,Tier 2,2578.78,2529.07
46,3868.83,Freelancer,Tier 3,2843.97,3062.72
64,4455.65,Salaried,Tier 3,2779.4,2779.85
40,5748.32,Salaried,Tier 1,3875.34,3617.59
26,2763.02,Freelancer,Tier 3,1335.84,1660.28
32,7475.26,Salaried,Tier 2,4907.22,5087.33
33,5862.29,Salaried,Tier 3,2879.17,2661.02
31,4196.18,Salaried,Tier 2,2271.39,2070.3
29,6220.11,Salaried,Tier 2,4351.82,4301.22
45,6833.52,Salaried,Tier 2,5264.15,5514.75
49,4504.49,Salaried,Tier 1,2755.51,2903.68
62,4675.12,Freelancer,Tier 3,3189.65,3121.89
57,7240.21,Salaried,Tier 1,3481.66,3272.22
58,8178.46,Salaried,Tier 1,5195.64,5700.26
42,5044.15,Salaried,Tier 1,3524.64,3710.19
29,3262.68,Student,Tier 1,2435.96,2268.95
30,4294.1,Salaried,Tier 1,2720.55,2905.94
36,6549.52,Salaried,Tier 1,4189.54,4188.67
61,3454.68,Freelancer,Tier 2,1997.4,2279.13
39,4687.58,Salaried,Tier 2,3224.8,2987.48
63,5438.88,Salaried,Tier 1,3907.17,3855.51
41,3615.93,Salaried,Tier 1,2002.72,2014.94
27,6644.65,Student,Tier 3,4621.2,5034.79
33,6040.95,Business,Tier 1,3394.92,3201.89
23,8014.32,Student,Tier 1,5220.57,5193.53
28,6172.19,Salaried,Tier 1,3348.92,3165.32
37,3558.67,Business,Tier 1,1916.8,1939.19
24,5795.55,Salaried,Tier 2,3521.58,3809.87
24,6482.03,Freelancer,Tier 1,4626.99,4668.45
48,6559.22,Freelancer,Tier 2,4034.74,4851.04
64,3834.74,Salaried,Tier 1,2031.43,2133.06
61,3655.49,Freelancer,Tier 2,2547.48,2678.39
59,3290.54,Salaried,Tier 2,2316.63,2504.57
54,7407.1,Salaried,Tier 1,4436.36,4505.25
49,5934.32,Student,Tier 1,3970.44,4118.39
22,3768.17,Salaried,Tier 1,2527.49,2688.73
29,5190.78,Salaried,Tier 2,3448.63,3541.77
58,4814.47,Salaried,Tier 1,2601.19,2674.65
53,3541.13,Business,Tier 2,2035.72,2129.21
64,5054.28,Salaried,Tier 1,3356.0,3055.46
58,5286.04,Salaried,Tier 1,2682.91,2619.71
25,7896.88,Business,Tier 1,4370.29,4774.93
51,4016.47,Salaried,Tier 1,2666.84,2537.73
27,2435.9,Salaried,Tier 1,1051.89,1060.78
40,3426.57,Freelancer,Tier 1,1850.59,2003.76
53,3661.03,Salaried,Tier 2,2835.75,2735.52
30,4359.61,Business,Tier 1,2505.93,2614.73
33,3430.24,Salaried,Tier 2,2275.3,2340.41
32,6233.18,Student,Tier 2,4698.71,4618.18
37,3325.95,Student,Tier 2,2250.88,2448.09
22,5030.03,Salaried,Tier 3,2843.44,2999.86
42,8000.29,Salaried,Tier 1,5640.65,5378.84
51,5830.35,Student,Tier 1,3414.77,3391.18
34,5676.14,Salaried,Tier 2,3178.26,3418.55
55,7785.97,Salaried,Tier 2,3896.23,3524.11
25,6868.47,Freelancer,Tier 2,4897.79,5228.29
49,5847.69,Freelancer,Tier 1,3131.15,3022.51
59,4533.91,Business,Tier 2,2493.89,2276.33
52,4965.97,Salaried,Tier 3,3120.54,3378.21
48,4893.04,Salaried,Tier 1,2750.63,2924.62
26,4397.86,Business,Tier 3,2970.86,2783.87
46,5318.05,Business,Tier 1,3389.46,3617.88
24,5526.12,Freelancer,Tier 1,3533.67,3295.49
54,3133.06,Student,Tier 1,1865.25,1856.36
25,7448.06,Freelancer,Tier 2,3887.11,4110.5
46,5614.7,Salaried,Tier 2,3493.13,3516.75
41,4605.83,Business,Tier 2,2206.54,2361.34
55,5331.76,Salaried,Tier 2,3630.11,3714.97
47,6395.55,Salaried,Tier 1,4099.09,4043.3
26,2799.97,Salaried,Tier 1,2036.74,2209.93
56,4842.41,Freelancer,Tier 1,3091.74,2519.62
49,3221.22,Student,Tier 3,1614.66,1610.91
50,8985.51,Salaried,Tier 1,6079.31,6274.8
30,5207.28,Salaried,Tier 3,2619.1,2795.13
59,3233.38,Salaried,Tier 1,2161.72,2179.51
27,10399.2,Business,Tier 1,5644.71,6079.94
40,4195.97,Freelancer,Tier 1,2986.65,2905.67
32,4686.38,Salaried,Tier 1,3006.8,2896.82
23,4794.8,Freelancer,Tier 3,2396.29,2615.29
30,3728.07,Salaried,Tier 2,2155.76,2227.84
42,5371.03,Salaried,Tier 3,2498.97,2461.87
45,2000.0,Salaried,Tier 3,1445.48,1554.81
55,6628.85,Business,Tier 2,4963.87,5145.63
43,3308.29,Salaried,Tier 2,2243.41,2305.3
24,4377.02,Freelancer,Tier 2,2218.75,2441.93
33,6127.28,Salaried,Tier 2,4001.64,4192.36
49,4693.31,Salaried,Tier 1,3450.95,3446.1
51,4754.68,Salaried,Tier 2,3710.44,3650.56
47,3481.88,Salaried,Tier 2,1970.85,2132.18
42,8143.47,Salaried,Tier 1,4416.44,4414.01
49,5797.22,Freelancer,Tier 2,3870.69,3950.7
47,3375.82,Salaried,Tier 3,2222.17,2231.77
54,5267.27,Freelancer,Tier 2,2661.98,2722.96
42,3269.8,Salaried,Tier 2,1850.35,1932.99
56,7583.62,Salaried,Tier 1,5296.91,4901.74
55,5299.46,Salaried,Tier 2,2818.28,2599.43
62,3536.68,Student,Tier 1,1652.97,1800.53
39,6046.39,Salaried,Tier 3,4408.91,4649.25
32,4582.89,Salaried,Tier 3,2268.97,2230.05
44,3067.66,Student,Tier 3,1780.74,1687.99
43,5571.57,Salaried,Tier 1,3762.93,4021.43
38,5529.26,Business,Tier 1,3119.16,3411.48
26,6706.6,Salaried,Tier 3,3942.73,3949.31
32,5096.76,Freelancer,Tier 3,4038.08,3655.07
51,5160.59,Salaried,Tier 3,3193.84,3029.71
36,5240.2,Student,Tier 2,2908.93,2960.86
48,7392.92,Salaried,Tier 2,3006.45,2946.69
56,4534.89,Salaried,Tier 1,2950.77,3154.72
54,5704.18,Salaried,Tier 3,3044.03,2969.21
41,5925.12,Salaried,Tier 2,2683.91,2763.77
37,5524.66,Freelancer,Tier 1,3406.42,3816.07
55,4478.14,Salaried,Tier 1,2647.89,2431.12
23,5180.91,Salaried,Tier 2,3770.88,3424.22
56,4859.51,Salaried,Tier 2,2934.41,2884.91
61,7938.82,Salaried,Tier 1,4160.67,3880.69
49,4313.35,Salaried,Tier 1,2144.62,2356.29
60,3631.13,Salaried,Tier 1,2095.74,2220.8
27,4990.7,Freelancer,Tier 1,3092.93,3561.22
30,4884.95,Student,Tier 3,2639.02,2799.11
41,5295.27,Salaried,Tier 2,3482.23,3316.99
22,4313.83,Freelancer,Tier 2,3078.33,3597.39
29,5165.56,Salaried,Tier 2,2886.05,3172.14
44,5194.41,Salaried,Tier 1,3633.29,3480.59
24,6358.98,Salaried,Tier 2,2749.76,3016.29
25,5139.51,Salaried,Tier 3,3854.48,3716.03
46,5153.71,Salaried,Tier 2,3537.4,3191.95
59,5774.52,Business,Tier 2,3294.33,3206.85
36,6301.48,Student,Tier 2,2803.83,3082.82
42,3524.49,Salaried,Tier 3,2124.81,2182.25
56,3121.52,Salaried,Tier 1,2475.55,2572.33
35,7543.22,Student,Tier 1,5079.19,4813.4
57,6056.11,Salaried,Tier 3,4884.18,4538.3
33,4670.92,Freelancer,Tier 3,3098.85,3696.3
38,5029.55,Salaried,Tier 2,2897.1,2846.92
60,4411.16,Salaried,Tier 1,2880.96,2595.23
30,5316.92,Salaried,Tier 1,2929.65,2809.09
56,3542.24,Business,Tier 2,2147.91,2017.21
34,6260.25,Business,Tier 3,3548.97,3622.62
36,5263.18,Salaried,Tier 1,3415.4,3590.36
39,5317.44,Business,Tier 2,3759.18,3757.3
54,3659.09,Salaried,Tier 3,1798.69,1685.7
27,5786.4,Salaried,Tier 1,3832.34,3493.54
48,3693.54,Freelancer,Tier 2,2990.27,2876.95
44,3961.77,Salaried,Tier 1,1601.71,1699.73
48,5131.43,Salaried,Tier 3,3087.36,3037.67
55,8761.0,Salaried,Tier 3,4757.97,4522.21
59,5257.2,Student,Tier 1,2198.19,1987.48
35,2000.0,Business,Tier 3,1572.68,1571.44
57,4036.25,Business,Tier 3,1957.14,2029.48
29,6025.59,Salaried,Tier 3,3821.73,3585.04
56,3307.31,Freelancer,Tier 2,1627.18,1674.17
40,6246.65,Salaried,Tier 2,2913.2,2867.02
51,5238.23,Student,Tier 1,3754.23,3907.37
35,6486.99,Salaried,Tier 1,3771.68,4043.7
41,4161.72,Salaried,Tier 2,1932.55,1857.97
46,4044.82,Salaried,Tier 1,2928.39,3165.45
61,5847.48,Business,Tier 2,4205.71,4379.78
45,4988.71,Freelancer,Tier 2,3063.3,3072.49
35,4897.97,Salaried,Tier 3,3001.95,3176.81
47,7353.45,Salaried,Tier 3,3221.54,3218.08
59,5906.21,Business,Tier 1,4082.48,4446.19
44,2015.12,Salaried,Tier 2,1032.46,996.04
43,6198.6,Business,Tier 2,2664.3,2712.9
40,6048.45,Student,Tier 1,3849.88,4201.1
24,6777.37,Salaried,Tier 1,4464.83,4260.48
63,3590.45,Salaried,Tier 3,2142.01,2129.99
40,5487.21,Salaried,Tier 1,2682.62,2818.09
30,5167.45,Salaried,Tier 3,3918.66,4068.43
49,3563.55,Salaried,Tier 3,2471.73,2639.17
41,6420.15,Freelancer,Tier 2,3478.07,4114.62
28,4637.68,Salaried,Tier 3,3117.13,3004.24
35,6729.1,Salaried,Tier 1,4259.63,4289.52
30,3885.71,Freelancer,Tier 3,2412.61,2397.25
40,2809.12,Freelancer,Tier 3,1780.2,1325.14
35,4636.15,Student,Tier 1,2648.29,2677.41
59,5347.87,Salaried,Tier 2,2689.87,2446.91
57,4198.71,Freelancer,Tier 2,2064.6,2084.71
61,2000.0,Student,Tier 1,947.88,865.34
38,5575.47,Salaried,Tier 3,3027.16,3131.67
51,5568.47,Salaried,Tier 2,3103.46,3045.73
30,6030.75,Salaried,Tier 2,3767.28,3762.85
54,4429.26,Business,Tier 1,2439.86,2363.44
46,4347.42,Salaried,Tier 2,2688.68,2556.2
35,7160.48,Student,Tier 3,3569.19,3468.04
32,2636.89,Business,Tier 2,1343.56,1261.17
56,4629.32,Salaried,Tier 2,2438.58,2525.76
62,5213.45,Salaried,Tier 2,3852.57,3545.7
35,5909.03,Salaried,Tier 1,3457.19,3468.88
51,5254.65,Salaried,Tier 2,3718.12,3700.89
62,3617.01,Freelancer,Tier 1,2184.53,1858.61
25,6751.42,Freelancer,Tier 1,4582.1,4064.3
25,5002.86,Salaried,Tier 1,3112.08,3238.65
49,2498.0,Business,Tier 3,1527.99,1549.24
29,5313.76,Salaried,Tier 3,3481.94,3697.46
23,5712.92,Salaried,Tier 1,2783.06,2635.85
62,7941.12,Salaried,Tier 1,5342.21,5653.73
43,5613.13,Salaried,Tier 1,2872.21,2752.7
62,2776.96,Student,Tier 3,1743.15,1608.09
37,2829.65,Freelancer,Tier 2,1181.97,1381.05
50,6888.06,Salaried,Tier 2,4033.98,3808.93
51,3795.8,Salaried,Tier 2,2558.51,2651.86
33,2675.63,Salaried,Tier 2,1612.62,1530.04
56,6500.77,Salaried,Tier 1,3830.49,3910.07
32,4286.4,Freelancer,Tier 1,2422.37,2275.98
42,6420.52,Student,Tier 1,3934.47,3828.42
42,3627.92,Business,Tier 2,1731.16,1866.09
26,7210.72,Salaried,Tier 3,4479.31,4479.64
41,6308.1,Salaried,Tier 1,3905.06,3983.36
58,3915.97,Salaried,Tier 1,2393.37,2244.64
24,2509.41,Salaried,Tier 3,1561.42,1446.35
54,8457.75,Salaried,Tier 1,6684.93,6568.85
30,4684.69,Salaried,Tier 1,2630.15,2817.1
30,3855.9,Salaried,Tier 3,2979.1,2824.74
25,7079.46,Freelancer,Tier 2,3934.31,4609.99
56,6418.64,Freelancer,Tier 2,4646.41,5783.17
38,6774.19,Salaried,Tier 2,3955.27,4298.91
55,4852.24,Freelancer,Tier 2,2807.13,3165.87
45,7821.58,Salaried,Tier 1,4683.03,4929.31
53,3034.07,Salaried,Tier 2,2336.74,2138.12
22,4171.93,Business,Tier 2,2307.45,2478.88
29,5584.82,Salaried,Tier 3,2673.27,2879.45
44,6752.17,Student,Tier 3,2890.21,2923.33
61,5991.74,Salaried,Tier 1,4322.75,3948.77
33,4875.7,Salaried,Tier 2,3133.27,3118.65
33,4287.28,Salaried,Tier 1,1896.4,1786.68
36,6760.27,Freelancer,Tier 1,3110.84,3447.41
62,6146.59,Business,Tier 2,3044.71,3181.19
40,3688.21,Freelancer,Tier 2,2088.82,1919.8
47,3643.6,Freelancer,Tier 2,2423.46,2652.45
50,4181.77,Salaried,Tier 2,2778.89,2765.84
43,3989.36,Salaried,Tier 3,2196.71,2201.45
61,6544.76,Freelancer,Tier 2,4962.35,5101.54
42,5653.6,Salaried,Tier 2,3496.97,3588.72
59,5836.68,Student,Tier 1,3571.81,3748.64
41,5287.5,Salaried,Tier 2,2460.77,2541.74
50,5358.16,Salaried,Tier 3,3630.88,3732.9
25,2627.27,Salaried,Tier 1,1590.84,1722.42
28,6191.28,Business,Tier 2,4182.13,4062.09
49,4154.78,Student,Tier 3,2606.69,2568.99
49,4950.27,Salaried,Tier 2,3063.43,2989.75
25,4290.24,Salaried,Tier 2,2927.25,3082.51
43,5218.81,Salaried,Tier 1,3828.44,4110.54
33,5859.64,Salaried,Tier 2,4152.45,4034.11
24,3486.72,Student,Tier 2,1953.51,1813.77
43,5379.12,Salaried,Tier 1,3425.39,3421.35
23,4326.5,Salaried,Tier 2,2211.64,2425.87
45,6982.19,Salaried,Tier 1,5178.58,4871.68
55,3328.06,Salaried,Tier 2,2485.86,2462.0
48,3496.23,Business,Tier 3,2241.99,2139.48
62,4460.64,Salaried,Tier 2,2968.99,3219.98
22,3611.53,Salaried,Tier 2,1677.71,1694.8
29,4663.43,Student,Tier 2,2310.47,2346.86
44,4208.17,Salaried,Tier 1,2218.97,2000.74
59,5132.62,Freelancer,Tier 3,2660.51,2398.05
27,6512.11,Salaried,Tier 1,3844.7,3695.8
43,5106.92,Salaried,Tier 1,2735.32,2742.66
46,5243.53,Salaried,Tier 2,2709.32,2726.16
39,3414.02,Salaried,Tier 2,2195.85,2236.35
38,4798.91,Salaried,Tier 1,2768.41,2947.54
33,4367.37,Salaried,Tier 1,2274.85,2183.37
27,6022.46,Salaried,Tier 3,3021.14,2873.81
47,3853.15,Salaried,Tier 1,2146.91,2273.92
48,3709.02,Freelancer,Tier 1,2574.32,2818.73
29,5476.14,Student,Tier 1,3424.35,3236.43
40,7970.15,Salaried,Tier 1,4323.13,3891.54
